n, chi2, alfa, beta, gama
536, 4.653020, 4.1122, 0.8185, -0.3795
537, 4.685172, 3.2467, 0.9617, -0.3771
538, 3.960952, 3.7442, 0.8884, -0.3327
539, 5.369379, 5.9751, 0.7665, -0.2385
540, 7.561962, 3.6645, 0.8654, -0.4879
541, 5.090498, 3.6473, 0.8743, -0.3578
542, 4.007771, 3.6948, 0.8816, -0.4513
543, 6.066873, 3.6795, 0.8760, -0.3391
544, 7.064444, 4.9610, 0.7452, -0.2993
545, 4.889999, 4.8080, 0.7071, -0.4754
546, 5.349034, 4.1690, 0.8294, -0.3697
547, 5.741147, 5.1633, 0.6740, -0.4941
548, 4.034284, 3.8386, 0.8764, -0.3510
549, 7.314938, 5.0416, 0.7109, -0.4630
550, 11.009751, 3.1054, 0.9106, -0.3778
551, 8.229669, 3.6844, 0.8456, -0.3551
552, 5.041152, 4.3819, 0.7946, -0.4414
553, 4.712061, 3.5243, 0.8799, -0.4309
554, 5.252567, 3.8034, 0.9099, -0.2384
555, 4.554981, 3.5126, 0.9296, -0.3020
556, 7.255603, 3.9786, 0.7695, -0.5017
557, 8.882077, 3.8719, 0.8086, -0.3945
558, 10.379739, 5.7030, 0.6642, -0.3605
559, 3.888118, 4.0955, 0.8269, -0.4249
560, 5.202147, 4.6724, 0.7330, -0.4596
561, 4.006073, 4.1876, 0.8187, -0.4413
562, 8.337057, 4.3241, 0.7984, -0.3111
563, 7.251618, 4.5111, 0.7870, -0.5175
564, 4.982221, 4.9075, 0.7075, -0.5366
565, 5.284939, 3.6569, 0.8484, -0.3864
566, 7.030288, 3.8531, 0.8094, -0.4976
567, 11.919383, 3.7891, 0.7672, -0.4509
568, 7.285720, 4.9986, 0.8181, -0.2704
569, 3.850636, 4.3718, 0.7760, -0.4571
570, 4.451892, 4.3738, 0.7969, -0.3821
571, 4.063012, 3.6768, 0.8897, -0.3543
572, 4.225739, 3.4539, 0.9025, -0.3845
573, 5.439393, 3.9923, 0.8665, -0.3997
574, 6.468411, 4.8610, 0.7301, -0.3848
575, 7.671610, 4.5714, 0.8056, -0.3349
576, 7.957421, 3.5916, 0.9210, -0.2385
577, 8.333234, 4.9397, 0.7461, -0.3984
578, 5.338807, 4.2002, 0.7918, -0.3791
579, 6.215848, 3.7014, 0.8984, -0.2849
580, 4.692563, 3.9262, 0.8806, -0.3140
581, 4.091423, 4.3190, 0.7886, -0.4330
582, 3.982065, 4.1738, 0.7971, -0.4993
583, 3.990764, 3.5953, 0.9114, -0.3503
584, 3.704711, 4.0323, 0.8304, -0.4064
585, 5.044978, 3.3613, 0.9178, -0.4079
586, 4.106917, 3.8391, 0.8638, -0.4348
587, 9.206028, 3.6412, 0.8305, -0.3875
588, 6.378580, 4.9388, 0.7244, -0.4175
589, 6.583899, 4.8911, 0.7666, -0.3266
590, 3.500566, 4.0582, 0.8118, -0.4400
591, 7.891937, 4.1835, 0.8145, -0.5288
592, 7.432209, 4.0615, 0.8107, -0.3400
593, 6.406828, 4.8712, 0.7395, -0.5000
594, 7.187462, 3.8430, 0.8752, -0.4913
595, 12.750872, 4.8239, 0.7160, -0.3332
596, 12.145884, 4.6029, 0.8053, -0.3669
597, 13.497093, 4.2472, 0.7912, -0.5677
598, 6.251353, 4.5385, 0.7831, -0.3186
599, 5.133111, 3.9843, 0.8388, -0.4923
600, 5.201251, 4.8175, 0.7893, -0.2716
601, 6.260579, 4.9251, 0.7594, -0.3180
602, 8.580873, 4.5167, 0.7426, -0.3735
603, 9.877205, 3.2048, 0.8967, -0.3913
604, 8.166403, 4.4309, 0.8123, -0.3566
605, 3.831617, 4.1158, 0.7894, -0.4973
606, 3.248191, 3.6197, 0.8882, -0.4303
607, 3.729988, 3.6791, 0.8532, -0.4311
608, 3.592988, 3.9731, 0.8269, -0.4683
609, 4.200987, 3.7476, 0.8418, -0.4650
610, 4.563977, 3.9644, 0.8558, -0.4190
611, 5.799641, 3.6970, 0.8407, -0.3923
612, 7.052428, 4.2021, 0.7380, -0.5211
613, 8.257159, 4.9792, 0.6787, -0.4281
614, 9.314768, 4.2485, 0.7202, -0.5154
615, 7.288593, 3.5752, 0.8499, -0.4516
616, 10.298824, 4.7939, 0.7593, -0.4286
617, 9.145385, 3.4623, 0.8452, -0.4065
618, 4.930011, 4.2612, 0.7649, -0.4890
619, 3.892756, 3.9719, 0.8108, -0.4384
620, 13.288224, 4.0928, 0.7307, -0.4286
621, 5.571410, 3.9427, 0.7856, -0.4907
622, 8.153570, 4.2310, 0.8356, -0.4266
623, 6.797882, 4.7416, 0.7732, -0.3372
624, 5.300849, 4.0086, 0.8272, -0.3616
625, 4.878639, 3.9979, 0.8336, -0.3606
626, 4.041104, 4.2894, 0.8001, -0.4733
627, 5.604800, 4.8432, 0.7631, -0.3191
628, 11.678717, 5.7669, 0.6630, -0.3658
629, 7.727143, 4.8527, 0.6531, -0.5332
630, 5.548321, 5.1126, 0.6919, -0.5168
631, 7.757075, 4.9805, 0.8558, -0.2527
632, 7.537951, 3.8522, 0.8149, -0.5031
633, 4.539563, 3.6808, 0.8916, -0.4505
634, 4.404823, 4.0621, 0.8477, -0.3383
635, 10.242225, 5.1308, 0.7136, -0.3137
636, 4.275865, 3.9895, 0.8356, -0.3768
637, 5.899194, 4.7937, 0.7754, -0.3024
638, 6.387909, 4.4098, 0.8029, -0.4610
639, 8.128505, 3.9975, 0.8183, -0.5271
640, 3.399084, 3.6244, 0.8891, -0.4315
641, 5.431297, 3.8088, 0.9103, -0.2635
642, 4.995981, 3.8741, 0.8631, -0.4647
643, 3.295729, 3.4919, 0.8997, -0.4094
644, 8.399211, 4.6300, 0.7973, -0.3464
645, 6.783386, 5.0399, 0.7903, -0.2515
646, 4.304144, 4.0146, 0.8483, -0.3347
647, 5.677093, 3.5846, 0.9057, -0.4511
648, 5.713363, 3.9954, 0.8114, -0.3833
649, 6.467599, 5.2674, 0.8846, -0.1875
650, 5.374496, 4.6292, 0.7238, -0.4603
651, 4.466182, 4.1858, 0.8174, -0.4045
652, 10.670992, 4.1404, 0.7433, -0.4068
653, 5.057305, 3.6267, 0.8786, -0.3554
654, 4.711473, 4.2346, 0.8028, -0.3902
655, 5.818704, 4.2938, 0.7489, -0.5228
656, 6.347621, 4.8212, 0.7416, -0.4518
657, 5.158329, 4.0127, 0.8588, -0.3635
658, 5.500698, 4.2825, 0.7824, -0.3738
659, 6.884490, 5.0301, 0.7375, -0.3097
660, 3.618806, 3.8984, 0.8421, -0.4680
661, 4.045661, 4.2077, 0.7978, -0.4166
662, 4.715261, 4.0144, 0.8452, -0.4390
663, 5.413384, 4.3307, 0.8094, -0.3790
664, 9.840187, 4.6691, 0.7760, -0.4361
665, 4.535409, 4.2868, 0.8003, -0.5021
666, 2.966355, 3.6911, 0.8855, -0.4267
667, 5.641201, 3.8255, 0.8900, -0.3495
668, 4.426365, 3.7302, 0.8474, -0.3903
669, 4.911692, 3.7595, 0.8918, -0.3874
670, 3.805088, 4.0273, 0.8064, -0.4330
671, 5.955901, 4.6100, 0.7432, -0.3915
672, 3.718664, 3.8492, 0.8605, -0.4161
673, 6.258516, 4.3137, 0.8731, -0.2512
674, 4.304040, 4.1888, 0.8351, -0.3403
675, 4.464434, 4.0324, 0.8572, -0.3099
676, 4.300981, 4.3078, 0.7716, -0.4325
677, 6.837823, 5.0009, 0.7277, -0.5052
678, 7.495020, 4.2186, 0.7849, -0.3565
679, 4.650646, 4.2210, 0.8420, -0.2928
680, 3.438961, 3.6604, 0.8616, -0.4412
681, 4.114933, 3.7708, 0.8345, -0.4213
682, 3.684642, 4.2026, 0.8098, -0.4504
683, 6.172889, 3.8620, 0.8048, -0.4332
684, 3.576252, 3.8304, 0.8642, -0.3815
685, 3.515835, 3.8486, 0.8363, -0.4392
686, 3.332573, 3.8498, 0.8436, -0.4566
687, 5.440272, 4.6976, 0.7384, -0.4296
688, 4.101395, 4.2662, 0.7657, -0.4697
689, 6.132451, 3.5988, 0.9515, -0.2266
690, 5.199705, 3.7019, 0.9312, -0.2378
691, 4.639317, 3.6510, 0.9074, -0.4148
692, 4.549728, 3.5276, 0.9160, -0.4295
693, 3.739782, 3.6342, 0.8718, -0.3943
694, 3.416460, 3.7673, 0.8541, -0.4297
695, 5.034467, 4.2781, 0.7847, -0.5217
696, 4.834790, 3.5710, 0.8661, -0.3766
697, 3.799100, 3.7070, 0.8900, -0.3581
698, 6.842444, 3.8337, 0.8507, -0.4994
699, 11.172189, 3.7863, 0.7878, -0.4995
700, 4.903401, 3.7218, 0.8731, -0.3350
701, 6.005906, 4.3900, 0.8209, -0.2628
702, 3.766929, 3.9391, 0.8504, -0.3992
703, 8.811757, 4.9743, 0.7349, -0.5224
704, 4.858230, 3.3034, 0.9317, -0.3903
705, 12.315726, 3.5714, 1.0083, -0.2497
706, 10.749432, 4.4050, 0.8900, -0.1794
707, 7.009134, 4.1487, 0.7772, -0.3894
708, 3.953335, 3.7165, 0.8604, -0.3867
709, 5.150857, 4.1998, 0.8144, -0.3334
710, 7.064952, 4.0728, 0.8135, -0.3477
711, 6.781081, 3.7694, 0.7974, -0.4352
712, 5.018978, 4.4150, 0.8171, -0.3119
713, 5.690433, 3.7192, 0.8798, -0.4672
714, 3.547892, 4.2814, 0.7743, -0.4631
715, 5.823106, 3.9676, 0.8675, -0.4108
716, 6.832358, 5.0075, 0.7275, -0.4149
717, 4.099836, 4.0458, 0.8352, -0.3934
718, 3.936574, 4.2702, 0.7844, -0.4391
719, 5.155812, 4.4547, 0.7281, -0.4791
720, 7.865814, 5.1867, 0.7008, -0.3620
721, 4.765638, 4.2752, 0.8059, -0.4021
722, 3.534149, 4.1362, 0.8124, -0.4418
723, 4.166029, 3.8713, 0.8680, -0.3927
724, 4.740125, 4.2703, 0.7726, -0.4190
725, 6.022783, 3.6786, 0.8673, -0.3426
726, 5.150343, 4.1775, 0.8284, -0.4210
727, 6.592716, 4.4475, 0.7520, -0.3886
728, 6.568417, 4.2767, 0.7556, -0.5345
729, 4.144733, 4.1086, 0.8219, -0.4653
730, 7.282571, 3.8823, 0.7786, -0.4635
731, 3.827001, 3.3950, 0.9315, -0.3924
732, 5.682886, 4.8764, 0.7580, -0.3218
733, 4.858058, 3.4500, 0.9201, -0.4214
734, 3.385519, 3.6492, 0.8949, -0.4080
735, 3.606803, 4.0088, 0.8198, -0.4249
736, 4.253237, 4.1435, 0.8021, -0.4083
737, 3.914861, 4.0428, 0.8182, -0.4694
738, 4.099267, 3.8240, 0.8619, -0.3588
739, 5.012735, 4.1829, 0.7726, -0.4699
740, 4.916225, 3.6722, 0.8856, -0.3446
741, 4.931366, 4.7879, 0.7366, -0.4516
742, 3.724857, 4.0860, 0.7963, -0.4855
743, 5.771903, 4.3657, 0.7321, -0.4699
744, 3.914238, 3.9425, 0.8325, -0.4588
745, 4.817419, 3.9999, 0.8795, -0.2680
746, 4.189193, 3.9645, 0.8382, -0.3771
747, 6.856416, 3.6458, 0.8969, -0.2840
748, 6.629587, 5.0386, 0.8224, -0.2513
749, 4.745607, 3.9755, 0.8506, -0.4422
750, 4.903706, 3.3950, 0.9027, -0.3842
751, 5.250231, 4.2312, 0.8183, -0.3910
752, 3.588088, 3.4453, 0.9047, -0.3916
753, 4.793799, 5.2716, 0.6672, -0.5410
754, 4.889087, 3.9322, 0.8195, -0.4945
755, 5.951620, 4.9872, 0.8803, -0.1984
756, 6.187190, 3.3233, 0.9446, -0.4249
757, 6.177949, 3.2159, 0.9318, -0.3765
758, 8.909612, 3.5856, 0.8533, -0.3545
759, 4.914609, 4.6168, 0.7316, -0.5316
760, 4.885549, 4.1806, 0.8486, -0.3055
761, 5.388373, 4.1311, 0.9007, -0.2317
762, 4.614620, 4.3220, 0.8052, -0.3550
763, 4.386696, 4.2560, 0.8032, -0.4270
764, 3.511964, 3.5940, 0.9097, -0.3571
765, 5.945858, 4.8264, 0.7384, -0.4025
766, 9.119663, 4.8643, 0.8273, -0.2831
767, 11.136091, 3.3718, 0.8628, -0.3739
768, 6.062179, 4.6899, 0.8851, -0.1968
769, 5.322850, 4.1489, 0.7541, -0.4832
770, 7.743437, 4.0987, 0.7577, -0.4255
771, 5.669137, 4.0511, 0.8553, -0.3782
772, 4.706071, 4.1423, 0.8145, -0.3772
773, 5.685847, 4.1421, 0.7500, -0.4701
774, 7.723179, 5.5496, 0.7394, -0.2342
775, 7.164087, 5.1666, 0.8078, -0.2644
776, 7.311292, 3.9811, 0.7864, -0.4274
777, 4.102945, 4.2221, 0.8091, -0.4334
778, 8.557934, 4.1676, 0.7330, -0.4624
779, 6.774153, 3.9232, 0.8316, -0.5080
780, 6.047670, 4.9393, 0.7193, -0.4476
781, 5.780558, 4.6523, 0.6968, -0.4993
782, 3.431153, 4.1982, 0.7827, -0.4639
783, 5.106712, 4.4790, 0.7761, -0.4183
784, 5.709856, 4.1409, 0.7928, -0.3975
785, 5.964698, 4.0736, 0.8127, -0.3604
786, 4.694745, 3.3857, 0.9015, -0.3959
787, 4.581665, 4.6007, 0.7180, -0.5016
788, 3.264521, 3.8045, 0.8622, -0.4422
789, 6.156429, 3.3896, 0.8909, -0.3831
790, 4.650600, 3.7088, 0.9029, -0.3634
791, 6.125906, 4.0745, 0.8523, -0.3833
792, 3.569936, 4.3753, 0.7551, -0.4783
793, 5.261827, 4.4844, 0.7810, -0.4638
794, 5.539912, 4.8793, 0.7322, -0.4890
795, 4.450097, 3.5776, 0.8654, -0.4114
796, 5.941849, 4.5956, 0.7872, -0.3492
797, 4.283981, 4.0465, 0.8022, -0.4092
798, 5.076494, 4.1557, 0.8220, -0.3352
799, 5.911657, 4.3669, 0.7487, -0.4585
800, 8.276881, 3.2159, 0.9157, -0.4014
801, 8.041832, 4.4443, 0.7101, -0.5429
802, 5.467912, 3.6321, 0.8713, -0.3595
803, 3.753633, 4.0624, 0.8208, -0.4508
804, 7.627440, 3.4201, 0.9008, -0.4613
805, 5.622189, 3.2625, 0.9355, -0.3999
806, 7.099057, 3.4931, 0.8739, -0.4388
807, 8.657047, 3.9953, 0.7626, -0.4183
808, 5.985763, 4.7688, 0.7317, -0.4054
809, 6.321221, 4.3053, 0.7631, -0.4075
810, 5.843991, 4.5097, 0.7127, -0.5270
811, 3.597919, 4.1806, 0.8117, -0.4454
812, 6.020448, 3.8983, 0.8470, -0.4925
813, 3.909843, 4.1728, 0.7862, -0.4344
814, 6.322534, 3.2748, 0.9103, -0.4023
815, 5.724156, 5.5459, 0.8373, -0.2100
816, 3.843138, 3.9068, 0.8215, -0.4508
817, 7.502798, 5.2750, 0.8686, -0.2218
818, 6.120191, 3.3528, 0.9173, -0.4306
819, 4.935126, 4.3976, 0.7992, -0.3946
820, 4.685758, 4.1207, 0.8449, -0.3534
821, 5.270286, 4.0819, 0.8282, -0.3281
822, 5.686180, 4.3393, 0.7282, -0.5095
823, 5.053234, 3.7666, 0.9228, -0.2556
824, 6.197340, 5.1780, 0.8018, -0.2465
825, 4.126615, 3.7034, 0.8604, -0.4590
826, 6.967760, 4.4133, 0.8513, -0.2622
827, 7.531298, 3.4076, 0.9355, -0.2740
828, 3.608973, 3.9973, 0.8228, -0.4284
829, 5.104030, 4.3550, 0.7927, -0.4122
830, 3.914032, 4.2408, 0.7979, -0.4256
831, 8.047833, 5.5383, 0.6809, -0.3317
832, 4.070259, 3.8143, 0.8453, -0.3925
833, 4.237103, 4.1721, 0.7854, -0.4193
834, 5.314179, 3.1185, 0.9760, -0.3676
835, 4.119127, 4.2057, 0.7800, -0.4226
836, 11.939302, 4.2835, 0.7052, -0.5269
837, 6.013964, 3.5049, 0.8722, -0.4184
838, 8.346386, 4.3368, 0.8456, -0.3073
839, 4.473590, 3.5582, 0.9216, -0.3750
840, 5.007124, 4.4541, 0.7535, -0.5385
841, 5.534344, 3.0334, 0.9926, -0.3574
842, 7.758000, 5.3484, 0.7047, -0.3260
843, 3.135832, 3.7976, 0.8465, -0.4452
844, 3.148255, 3.8146, 0.8522, -0.4456
845, 7.341208, 4.9075, 0.7299, -0.3546
846, 6.031341, 3.2111, 0.9362, -0.3804
847, 5.414553, 3.2360, 0.9459, -0.3942
848, 4.812762, 4.5072, 0.7395, -0.4583
849, 5.355061, 4.3107, 0.7753, -0.4065
850, 5.894135, 4.7834, 0.7648, -0.3282
851, 6.094534, 3.8817, 0.8205, -0.3778
852, 5.801540, 4.2549, 0.7386, -0.4669
853, 4.186605, 4.2244, 0.8190, -0.3554
854, 7.945784, 4.0613, 0.8692, -0.3375
855, 4.364060, 3.7442, 0.8695, -0.3580
856, 4.255068, 3.7965, 0.8856, -0.3737
857, 3.896954, 4.2637, 0.7988, -0.4729
858, 5.889927, 4.6753, 0.7207, -0.4267
859, 6.073081, 5.5995, 0.8820, -0.1581
860, 5.589600, 3.1777, 0.9770, -0.3821
861, 6.519327, 3.8289, 0.8487, -0.4945
862, 5.746291, 4.4414, 0.7893, -0.4100
863, 4.834852, 4.6939, 0.7323, -0.4537
864, 4.245048, 4.0070, 0.8241, -0.3906
865, 3.454386, 3.6720, 0.8663, -0.4222
866, 8.374286, 3.3983, 0.8541, -0.4183
867, 5.930552, 4.4542, 0.8779, -0.2589
868, 5.914132, 4.0825, 0.8374, -0.4669
869, 4.814935, 3.8975, 0.8292, -0.4899
870, 4.158040, 4.6724, 0.7242, -0.5088
871, 10.214270, 4.0983, 0.8662, -0.3519
872, 15.287099, 3.7354, 0.9355, -0.3269
873, 5.399750, 3.9525, 0.8247, -0.3743
874, 7.969142, 3.8882, 0.8778, -0.4589
875, 4.988618, 4.1812, 0.8633, -0.2711
876, 7.492697, 3.2644, 0.9328, -0.4412
877, 5.873360, 3.4475, 0.8844, -0.3910
878, 4.855056, 3.8772, 0.8679, -0.3097
879, 5.475983, 4.0163, 0.8454, -0.3043
880, 5.570437, 5.3364, 0.8326, -0.2194
881, 5.404210, 4.5904, 0.7830, -0.3106
882, 4.973596, 4.5419, 0.7529, -0.4398
883, 3.687684, 3.7720, 0.8422, -0.4222
884, 3.690246, 3.5897, 0.8875, -0.3766
885, 4.532813, 3.2028, 0.9790, -0.2910
886, 8.260578, 4.2036, 0.7445, -0.5452
887, 7.184407, 4.3700, 0.7954, -0.3207
888, 7.209456, 4.5374, 0.7110, -0.4659
889, 7.713529, 3.9713, 0.8706, -0.4433
890, 3.669671, 3.7434, 0.8896, -0.3648
891, 3.541185, 3.6638, 0.8615, -0.4198
892, 4.176017, 3.8458, 0.8551, -0.3652
893, 3.819678, 3.9696, 0.8194, -0.4834
894, 7.665689, 5.1518, 0.7052, -0.3829
895, 6.054651, 3.2779, 0.9395, -0.4191
896, 4.332155, 4.0394, 0.8533, -0.3274
897, 9.642538, 3.7749, 0.8369, -0.5123
898, 9.876901, 4.2184, 0.7970, -0.5499
899, 3.099218, 3.4404, 0.9259, -0.3866
900, 7.009257, 4.3861, 0.8055, -0.4206
901, 5.952434, 4.2387, 0.7839, -0.3893
902, 4.774143, 4.9287, 0.6956, -0.5364
903, 5.848141, 4.9340, 0.7723, -0.2677
904, 7.809451, 4.4153, 0.7174, -0.4459
905, 8.146876, 4.6047, 0.7243, -0.3898
906, 5.137408, 3.6287, 0.9212, -0.3083
907, 4.107823, 4.4220, 0.7739, -0.4653
908, 6.147658, 4.0837, 0.8190, -0.3442
909, 6.377854, 3.8932, 0.7962, -0.4501
910, 6.505855, 4.4010, 0.7950, -0.5199
911, 6.466196, 3.9974, 0.8589, -0.4167
912, 6.318711, 3.8574, 0.8862, -0.4113
913, 5.053332, 4.0861, 0.8430, -0.3601
914, 3.846642, 4.0023, 0.8257, -0.4568
915, 7.047119, 4.9309, 0.7570, -0.3449
916, 8.108494, 4.1649, 0.7408, -0.4548
917, 8.868989, 3.1757, 0.9129, -0.3983
918, 7.068815, 3.5391, 0.8991, -0.4622
919, 9.656398, 3.9942, 0.8561, -0.4997
920, 5.153978, 4.5060, 0.7357, -0.4535
921, 6.256805, 4.6149, 0.8704, -0.2524
922, 6.055069, 3.3066, 0.9379, -0.4238
923, 7.256194, 3.6696, 0.9111, -0.4342
924, 4.004546, 4.1404, 0.8090, -0.4659
925, 5.895144, 4.1952, 0.7724, -0.5194
926, 4.362412, 4.5209, 0.7689, -0.4607
927, 3.822750, 4.4284, 0.7662, -0.4887
928, 4.756042, 4.0922, 0.8192, -0.3841
929, 3.721557, 4.1182, 0.8030, -0.4678
930, 5.505594, 4.2216, 0.8063, -0.3479
931, 4.571657, 4.0728, 0.8388, -0.4407
932, 6.009871, 4.1929, 0.7553, -0.4986
933, 5.255756, 4.6418, 0.6993, -0.5094
934, 5.242584, 3.9140, 0.8730, -0.3840
935, 4.746307, 3.7775, 0.8915, -0.3732
936, 3.780119, 4.3486, 0.7670, -0.4548
937, 5.490651, 4.5376, 0.8214, -0.2567
938, 6.792401, 4.2977, 0.7897, -0.5359
939, 6.547967, 3.5809, 0.9233, -0.4083
940, 8.389497, 3.1672, 0.9866, -0.3896
941, 6.179342, 3.5187, 0.9142, -0.4433
942, 7.003336, 3.7720, 0.9005, -0.4213
943, 4.999605, 3.3740, 0.9117, -0.3622
944, 5.019010, 3.7916, 0.8417, -0.3838
945, 6.830676, 4.0734, 0.8586, -0.4294
946, 7.590099, 4.3759, 0.8095, -0.4598
947, 8.086179, 3.8818, 0.8649, -0.5023
948, 5.504318, 4.1721, 0.7459, -0.4752
949, 5.187646, 4.4749, 0.7982, -0.3591
950, 5.208628, 3.6620, 0.8613, -0.3661
951, 3.521372, 3.7978, 0.8475, -0.4409
952, 4.121385, 3.9027, 0.8526, -0.3624
953, 6.396745, 4.4530, 0.9240, -0.2291
954, 5.676007, 4.5955, 0.7538, -0.3921
955, 4.941083, 3.9721, 0.8322, -0.3686
956, 4.373819, 3.3784, 0.9533, -0.2998
957, 6.345687, 3.7227, 0.8891, -0.2882
958, 3.404467, 3.6508, 0.9006, -0.4083
959, 4.461455, 4.5286, 0.7560, -0.4597
960, 8.278483, 4.2305, 0.8341, -0.4251
961, 6.886659, 5.2822, 0.8058, -0.2093
962, 3.976769, 3.9533, 0.8528, -0.4194
963, 7.183162, 5.1434, 0.7138, -0.3503
964, 6.245936, 3.2667, 0.9214, -0.4150
965, 8.776560, 5.1077, 0.7171, -0.4493
966, 7.195673, 5.3369, 0.7656, -0.2627
967, 6.524348, 3.7574, 0.8526, -0.4888
968, 6.709190, 4.7981, 0.9058, -0.1832
969, 5.883445, 4.6179, 0.7199, -0.4603
970, 4.621817, 3.7210, 0.8818, -0.3330
971, 6.435444, 4.7463, 0.7525, -0.3301
972, 8.709138, 4.6087, 0.8180, -0.2869
973, 7.755728, 4.0443, 0.8542, -0.4341
974, 7.255635, 4.7763, 0.8041, -0.2180
975, 5.138421, 4.2697, 0.8880, -0.2140
976, 5.604918, 4.2583, 0.7926, -0.5225
977, 4.736130, 4.5010, 0.7694, -0.4395
978, 7.947621, 4.1228, 0.8741, -0.2990
979, 6.598191, 4.7028, 0.7567, -0.3325
980, 7.498020, 3.7954, 0.7914, -0.4658
981, 6.402171, 4.0695, 0.7938, -0.3784
982, 7.685800, 4.8136, 0.7080, -0.5850
983, 4.050035, 3.3473, 0.9412, -0.3362
984, 4.166022, 3.7974, 0.8472, -0.3840
985, 4.910391, 4.5918, 0.7980, -0.3048
986, 4.726774, 4.6744, 0.7475, -0.4716
987, 5.730495, 4.5521, 0.7832, -0.3714
988, 8.419969, 4.6204, 0.8373, -0.2731
989, 4.513202, 4.0739, 0.7975, -0.4024
990, 3.912640, 4.1011, 0.8003, -0.4876
991, 7.123331, 3.3385, 0.9737, -0.3206
992, 3.845451, 3.5336, 0.9056, -0.3613
993, 6.428706, 3.9040, 0.8173, -0.3761
994, 5.380722, 4.2027, 0.8272, -0.3729
995, 4.399233, 4.5830, 0.7646, -0.4897
996, 7.268135, 4.1854, 0.7655, -0.4329
997, 4.268537, 3.7144, 0.8410, -0.4291
998, 7.317317, 5.1199, 0.9292, -0.1488
999, 7.900594, 4.6412, 0.7899, -0.2637
1000, 8.731629, 3.4385, 0.8674, -0.4021
1001, 9.358712, 4.1025, 0.7424, -0.4409
1002, 5.879443, 5.2465, 0.6766, -0.5284
1003, 9.074076, 4.1153, 0.7615, -0.5443
1004, 6.312233, 3.4801, 0.8892, -0.3479
1005, 8.124059, 3.7234, 0.8699, -0.3077
1006, 10.961369, 4.0275, 0.8832, -0.3238
1007, 5.376556, 4.5517, 0.8129, -0.2584
1008, 5.978693, 5.4259, 0.6248, -0.5341
1009, 3.095834, 3.8074, 0.8394, -0.4529
1010, 4.255172, 3.2588, 0.9680, -0.3143
1011, 6.017596, 3.9140, 0.7963, -0.4658
1012, 6.097931, 4.4851, 0.8520, -0.2549
1013, 5.644130, 3.5962, 0.9183, -0.4077
1014, 4.343321, 4.2137, 0.8239, -0.3529
1015, 5.350026, 4.5507, 0.7476, -0.4091
1016, 3.649627, 3.9762, 0.8420, -0.4194
1017, 3.875301, 3.9454, 0.8402, -0.3904
1018, 6.848462, 4.2583, 0.7480, -0.4494
1019, 7.758051, 3.8321, 0.8423, -0.5118
1020, 6.659632, 4.9135, 0.7322, -0.3728
1021, 6.345274, 3.7171, 0.8536, -0.3470
1022, 4.474729, 3.9716, 0.8663, -0.2988
1023, 4.117893, 3.7999, 0.8838, -0.4250
1024, 3.877641, 3.8250, 0.8321, -0.4184
1025, 5.329996, 4.3143, 0.8003, -0.4845
1026, 5.282298, 4.2893, 0.7359, -0.4896
1027, 4.783123, 4.3459, 0.7910, -0.3961
1028, 4.872638, 3.4702, 0.8818, -0.4189
1029, 6.069901, 4.7584, 0.7499, -0.4382
1030, 6.714859, 4.2869, 0.7749, -0.3706
1031, 6.831527, 4.2823, 0.9665, -0.1896
1032, 11.488431, 4.1864, 0.8299, -0.5346
1033, 17.235046, 4.8614, 0.7649, -0.5695
1034, 15.358241, 4.2551, 0.8431, -0.5212
1035, 10.795891, 3.1164, 0.9354, -0.4277
1036, 3.961464, 3.9223, 0.8175, -0.4462
1037, 4.120479, 3.6655, 0.8505, -0.4484
1038, 5.070783, 3.4216, 0.9176, -0.4209
1039, 3.341981, 3.6521, 0.8887, -0.4100
1040, 3.023940, 3.6906, 0.8683, -0.4261
1041, 3.951949, 3.7777, 0.8854, -0.3280
1042, 4.246466, 4.2945, 0.7751, -0.4964
1043, 4.792445, 3.7752, 0.8724, -0.3239
1044, 8.609625, 5.2187, 0.7543, -0.2967
1045, 6.030655, 3.9579, 0.7874, -0.4603
1046, 10.525311, 4.6163, 0.7885, -0.4525
1047, 8.511892, 3.7132, 0.9019, -0.4657
1048, 3.206517, 3.8033, 0.8572, -0.4483
1049, 5.134840, 4.7326, 0.7155, -0.4650
1050, 5.141936, 4.3616, 0.7935, -0.5116
1051, 5.857331, 3.6064, 0.9415, -0.2351
1052, 4.871847, 3.7397, 0.8377, -0.4030
1053, 6.723474, 3.7232, 0.8213, -0.4420
1054, 3.893535, 3.8138, 0.8398, -0.4118
1055, 3.569904, 4.2004, 0.8006, -0.4656
1056, 6.803285, 5.3178, 0.8038, -0.2538
1057, 8.167491, 3.1331, 0.9362, -0.3518
1058, 7.137147, 4.4603, 0.7460, -0.3859
1059, 10.279006, 3.4171, 0.8903, -0.4792
1060, 4.256069, 3.7952, 0.8477, -0.3804
1061, 3.155513, 3.4781, 0.9156, -0.3932
1062, 4.877007, 4.1938, 0.8312, -0.3172
1063, 5.073123, 4.8219, 0.7380, -0.5200
1064, 5.879970, 5.2366, 0.8604, -0.2061
1065, 6.020739, 3.8970, 0.7950, -0.4870
1066, 3.653777, 3.4905, 0.8844, -0.4009
1067, 7.298488, 4.3656, 0.7729, -0.3557
1068, 8.594523, 3.9961, 0.7782, -0.4189
1069, 9.380956, 4.2050, 0.8413, -0.4506
1070, 3.707873, 3.7440, 0.8900, -0.3913
