n, chi2, alfa, beta, gama
1579, 5.110298, 4.0879, 0.8331, -0.4620
1580, 5.553711, 3.8990, 0.7847, -0.4768
1581, 4.801598, 4.1112, 0.8149, -0.3829
1582, 5.330844, 3.6772, 0.9102, -0.3387
1583, 3.855987, 4.0816, 0.8070, -0.4887
1584, 4.849211, 3.6354, 0.8970, -0.3263
1585, 4.930292, 4.1223, 0.8386, -0.3119
1586, 3.663157, 3.7601, 0.8594, -0.3983
1587, 4.334010, 3.8496, 0.8371, -0.3929
1588, 7.843367, 4.3592, 0.7191, -0.4424
1589, 5.379681, 4.2482, 0.7595, -0.5133
1590, 5.437142, 3.9125, 0.8389, -0.3573
1591, 3.908143, 3.8927, 0.8209, -0.4790
1592, 4.992439, 4.1885, 0.8485, -0.3121
1593, 5.948561, 4.3017, 0.8132, -0.3044
1594, 3.392195, 3.7112, 0.8784, -0.4006
1595, 5.295022, 3.8683, 0.8282, -0.3857
1596, 3.425275, 3.9263, 0.8460, -0.4295
1597, 14.335841, 6.0180, 0.6449, -0.3844
1598, 5.131587, 4.5677, 0.7607, -0.3924
1599, 5.022154, 4.8814, 0.7301, -0.4917
1600, 4.420349, 4.0722, 0.8359, -0.3696
1601, 4.204189, 3.6441, 0.9065, -0.3654
1602, 4.934149, 4.2377, 0.8055, -0.3554
1603, 5.126591, 4.0468, 0.8218, -0.4981
1604, 4.477578, 4.4198, 0.7806, -0.4329
1605, 4.586299, 4.3130, 0.7777, -0.5009
1606, 3.637185, 3.6568, 0.8979, -0.3739
1607, 4.753104, 4.3800, 0.7931, -0.3619
1608, 4.789128, 3.6532, 0.8927, -0.3350
1609, 3.577228, 4.4416, 0.7608, -0.4859
1610, 6.177273, 4.8067, 0.8301, -0.2364
1611, 5.520444, 4.1624, 0.8735, -0.2226
1612, 4.898559, 3.4952, 0.8947, -0.3468
1613, 7.759153, 4.4610, 0.8275, -0.2977
1614, 4.433532, 3.9158, 0.8793, -0.2916
1615, 5.224661, 3.6158, 0.8624, -0.3709
1616, 5.228164, 4.1508, 0.8701, -0.2591
1617, 3.895474, 4.1142, 0.8088, -0.4165
1618, 6.791143, 4.1985, 0.7442, -0.5251
1619, 10.192516, 4.3970, 0.7035, -0.5212
1620, 4.863102, 4.4998, 0.7659, -0.4425
1621, 6.054651, 4.7570, 0.7583, -0.3396
1622, 5.790706, 4.4011, 0.7562, -0.4031
1623, 8.026054, 4.7629, 0.7343, -0.3603
1624, 9.472520, 3.4561, 0.9090, -0.4788
1625, 7.713466, 4.2782, 0.9538, -0.2252
1626, 7.993915, 4.0122, 0.8407, -0.2975
1627, 6.210659, 3.8818, 0.8490, -0.3287
1628, 6.639475, 3.8618, 0.8929, -0.3359
1629, 5.295673, 4.2358, 0.8574, -0.2401
1630, 4.095199, 3.9955, 0.8288, -0.3922
1631, 3.591891, 4.3140, 0.7746, -0.4645
1632, 4.082439, 4.0752, 0.8195, -0.4612
1633, 5.107470, 3.9660, 0.8746, -0.2672
1634, 6.986821, 4.1214, 0.8393, -0.4717
1635, 4.789067, 3.9093, 0.8670, -0.4356
1636, 6.766261, 4.6424, 0.7150, -0.4379
1637, 3.983740, 3.6953, 0.9001, -0.3314
1638, 3.526945, 4.1324, 0.7940, -0.4643
1639, 6.168097, 3.7672, 0.8998, -0.4059
1640, 3.490739, 3.9340, 0.8487, -0.4560
1641, 3.904903, 4.1023, 0.8119, -0.4642
1642, 4.840583, 4.1350, 0.8144, -0.3642
1643, 6.766422, 3.5902, 0.9150, -0.4505
1644, 5.070746, 4.3093, 0.7938, -0.3614
1645, 7.903349, 3.8379, 0.8247, -0.3484
1646, 4.547860, 6.0486, 0.7642, -0.2288
1647, 5.675617, 4.0729, 0.8048, -0.3744
1648, 7.271469, 3.8791, 0.8849, -0.3741
1649, 6.370543, 5.3897, 0.7847, -0.2312
1650, 9.711712, 4.3951, 0.8156, -0.4135
1651, 10.527193, 4.0441, 0.8210, -0.3033
1652, 8.940606, 3.9086, 0.8710, -0.5061
1653, 10.046719, 5.3408, 0.6196, -0.4665
1654, 5.983083, 4.2204, 0.7564, -0.4939
1655, 5.219009, 4.1229, 0.8061, -0.3842
1656, 5.606037, 3.3510, 0.9131, -0.3554
1657, 4.490247, 3.3402, 0.9246, -0.3879
1658, 7.297135, 4.3361, 0.7198, -0.4801
1659, 6.302987, 5.5899, 0.8459, -0.2103
1660, 5.185519, 4.3882, 0.8539, -0.2273
1661, 5.742098, 4.7424, 0.8906, -0.2249
1662, 7.118960, 4.9041, 0.7382, -0.4271
1663, 5.273316, 5.1694, 0.6760, -0.5232
1664, 4.719574, 3.9764, 0.7994, -0.4808
1665, 4.798651, 4.2562, 0.8515, -0.2707
1666, 3.212395, 3.5018, 0.9142, -0.3815
1667, 6.190920, 3.4728, 0.9151, -0.4461
1668, 6.049051, 4.4867, 0.8160, -0.2503
1669, 8.317715, 4.4535, 0.8052, -0.4208
1670, 5.220137, 3.7321, 0.9206, -0.2512
1671, 6.761216, 4.6069, 0.8916, -0.2373
1672, 10.320486, 3.1123, 0.9087, -0.3884
1673, 6.481359, 4.1366, 0.8406, -0.3892
1674, 5.085977, 3.9877, 0.8618, -0.2918
1675, 3.090676, 3.5165, 0.9243, -0.3952
1676, 3.453402, 3.6867, 0.8552, -0.4383
1677, 6.003512, 3.7140, 0.8222, -0.4593
1678, 5.511736, 3.8606, 0.8335, -0.3787
1679, 6.394779, 4.0115, 0.8200, -0.3486
1680, 5.507812, 4.8360, 0.6922, -0.4919
1681, 5.184698, 4.3469, 0.7834, -0.3994
1682, 4.676228, 4.3219, 0.7955, -0.4210
1683, 4.822331, 3.5923, 0.8745, -0.3729
1684, 5.208273, 4.7341, 0.7346, -0.4663
1685, 5.927484, 4.5466, 0.8073, -0.3155
1686, 7.977789, 3.6602, 0.8338, -0.3962
1687, 4.651279, 3.9927, 0.8001, -0.4849
1688, 4.603245, 3.4157, 0.9160, -0.3652
1689, 3.282224, 3.7770, 0.8591, -0.4378
1690, 11.566604, 5.7292, 0.6483, -0.4614
1691, 5.829720, 3.6360, 0.9099, -0.2705
1692, 7.567187, 5.0993, 0.7737, -0.2855
1693, 4.486548, 4.5843, 0.7292, -0.4732
1694, 8.235982, 3.6130, 0.8222, -0.4250
1695, 5.004616, 4.1718, 0.7906, -0.4066
1696, 6.454147, 4.7938, 0.7567, -0.3772
1697, 4.663574, 4.2531, 0.9066, -0.2201
1698, 3.626636, 3.8058, 0.8520, -0.4062
1699, 5.532487, 4.5144, 0.8238, -0.2423
1700, 4.850665, 3.1935, 0.9619, -0.3477
1701, 3.344053, 3.6392, 0.8910, -0.3946
1702, 3.306472, 3.6325, 0.8911, -0.3825
1703, 4.718410, 4.6555, 0.7567, -0.4972
1704, 5.718966, 3.6695, 0.9225, -0.2988
1705, 9.686572, 4.1000, 0.7727, -0.5444
1706, 8.654506, 4.8956, 0.7662, -0.3456
1707, 4.079168, 4.0742, 0.8329, -0.4002
1708, 5.434341, 5.6843, 0.7889, -0.2273
1709, 4.320905, 4.2393, 0.8274, -0.3376
1710, 4.881721, 4.3429, 0.8315, -0.2990
1711, 3.468446, 3.8037, 0.8563, -0.4269
1712, 4.900874, 4.5817, 0.7443, -0.5219
1713, 7.258677, 3.5215, 0.8925, -0.3236
1714, 9.506422, 3.7467, 0.7926, -0.4373
1715, 7.281187, 4.0764, 0.7684, -0.4415
1716, 6.851005, 4.4406, 0.7415, -0.4038
1717, 7.448180, 3.0942, 0.9527, -0.3545
1718, 6.030178, 3.1305, 0.9571, -0.3720
1719, 5.576781, 4.0833, 0.8422, -0.4365
1720, 8.836304, 4.6116, 0.6952, -0.4602
1721, 8.257085, 5.0488, 0.7545, -0.3281
1722, 7.503843, 5.0929, 0.6808, -0.4342
1723, 4.406302, 3.9582, 0.8587, -0.3252
1724, 5.013897, 3.5978, 0.9169, -0.3933
1725, 4.553636, 3.7037, 0.8581, -0.4646
1726, 3.604937, 4.0247, 0.8075, -0.4516
1727, 6.904689, 3.4178, 0.9542, -0.3745
1728, 5.451272, 4.5702, 0.7622, -0.5185
1729, 4.923652, 4.3157, 0.7848, -0.5168
1730, 5.160729, 4.5557, 0.7513, -0.4075
1731, 4.643686, 4.1259, 0.7813, -0.4402
1732, 3.407969, 3.7829, 0.8519, -0.4302
1733, 6.132413, 4.7824, 0.6892, -0.4808
1734, 6.127940, 4.8094, 0.7970, -0.2646
1735, 7.272293, 4.9938, 0.7353, -0.3870
1736, 7.273578, 3.5522, 0.8840, -0.4718
1737, 3.635995, 4.2023, 0.7805, -0.4741
1738, 7.169973, 5.0708, 0.7010, -0.4162
1739, 6.983948, 3.7267, 0.8127, -0.4359
1740, 7.415524, 3.9626, 0.8765, -0.3439
1741, 7.466559, 3.4035, 0.9389, -0.4425
1742, 4.097955, 4.0849, 0.7890, -0.4422
1743, 6.254030, 4.0162, 0.8052, -0.3796
1744, 4.560946, 3.3268, 0.9240, -0.3788
1745, 8.162854, 4.3583, 0.7507, -0.3852
1746, 7.882105, 4.3364, 0.8210, -0.3731
1747, 5.939421, 4.3126, 0.7819, -0.3702
1748, 4.908758, 4.3518, 0.8141, -0.3610
1749, 4.791767, 3.9495, 0.8057, -0.4595
1750, 4.749965, 4.7118, 0.7406, -0.4950
1751, 4.600699, 3.9307, 0.8794, -0.2848
1752, 3.508089, 3.5577, 0.8887, -0.3941
1753, 3.532424, 3.4614, 0.9224, -0.3599
1754, 5.320311, 6.0596, 0.8265, -0.1666
1755, 7.305212, 4.7168, 0.7779, -0.2713
1756, 13.538427, 4.6339, 0.9382, -0.2298
1757, 5.943418, 4.5957, 0.8267, -0.2686
1758, 6.415760, 3.4202, 0.9618, -0.2362
1759, 5.028456, 4.4598, 0.8652, -0.2435
1760, 7.940924, 3.8657, 0.8068, -0.4034
1761, 4.911392, 3.7578, 0.8354, -0.4026
1762, 4.917720, 3.4658, 0.8833, -0.3806
1763, 4.392069, 3.7213, 0.8715, -0.4543
1764, 6.128288, 4.4580, 0.7555, -0.3834
1765, 3.557204, 3.5742, 0.9128, -0.4124
1766, 4.171421, 4.4345, 0.7648, -0.4590
1767, 3.523694, 3.9417, 0.8332, -0.4416
1768, 5.706568, 4.3840, 0.8154, -0.3247
1769, 6.891573, 5.1711, 0.7992, -0.2716
1770, 4.443721, 4.2549, 0.8098, -0.4152
1771, 4.165880, 3.8031, 0.8839, -0.3405
1772, 8.187315, 3.9072, 0.8531, -0.2912
1773, 3.701451, 4.0735, 0.8002, -0.4623
1774, 4.068702, 3.9108, 0.8179, -0.4340
1775, 4.981200, 3.6146, 0.8677, -0.4502
1776, 5.711184, 4.9465, 0.7221, -0.5289
1777, 3.947319, 3.4744, 0.9042, -0.3893
1778, 8.612189, 3.2829, 0.8767, -0.4250
1779, 7.571937, 3.9859, 0.7675, -0.4345
1780, 9.287563, 3.8004, 0.8326, -0.5074
1781, 7.122169, 4.4598, 0.7523, -0.3798
1782, 4.914155, 4.4102, 0.7866, -0.3955
1783, 4.200130, 4.3064, 0.7781, -0.4350
1784, 4.742073, 4.4766, 0.7761, -0.4001
1785, 8.315737, 3.6077, 0.8780, -0.4902
1786, 6.206343, 4.2584, 0.7455, -0.4573
1787, 6.036168, 4.4256, 0.7968, -0.4666
1788, 5.918245, 4.2252, 0.7823, -0.3899
1789, 10.084731, 3.4713, 0.8787, -0.4788
1790, 9.979976, 3.8538, 0.8937, -0.3732
1791, 5.873084, 3.8487, 0.8108, -0.4336
1792, 5.062895, 4.6086, 0.7638, -0.4736
1793, 4.303080, 4.5487, 0.7625, -0.4787
1794, 4.497052, 4.1521, 0.8286, -0.3396
1795, 6.092739, 3.9053, 0.7993, -0.4879
1796, 7.771804, 3.4050, 0.8798, -0.4006
1797, 3.581454, 3.9786, 0.8074, -0.4751
1798, 4.882660, 4.4747, 0.7590, -0.4319
1799, 5.002722, 3.5132, 0.8910, -0.4361
1800, 10.984140, 3.4550, 0.9327, -0.2469
1801, 5.158365, 4.0000, 0.7967, -0.4505
1802, 5.400537, 3.9181, 0.8201, -0.4982
1803, 5.449118, 4.1461, 0.8258, -0.3184
1804, 5.467294, 3.4357, 0.9494, -0.3587
1805, 4.934713, 4.1320, 0.8348, -0.4133
1806, 3.505779, 3.8974, 0.8480, -0.4353
1807, 4.860325, 4.0444, 0.7928, -0.4479
1808, 5.944314, 3.2772, 0.9493, -0.4151
1809, 3.571789, 4.0777, 0.8028, -0.4393
1810, 5.683203, 4.0520, 0.8682, -0.3341
1811, 6.658338, 4.5628, 0.7301, -0.4094
1812, 5.696829, 3.9453, 0.8688, -0.4001
1813, 6.179045, 5.2068, 0.6834, -0.5093
1814, 3.835866, 3.9406, 0.8266, -0.4133
1815, 4.694158, 4.0189, 0.8517, -0.3524
1816, 4.949150, 4.0963, 0.8059, -0.3954
1817, 3.979408, 3.6270, 0.8713, -0.4461
1818, 5.388397, 4.5864, 0.7659, -0.4216
1819, 8.020158, 4.0384, 0.8200, -0.5300
1820, 5.583409, 4.4632, 0.7818, -0.3450
1821, 4.531453, 4.6988, 0.7208, -0.4837
1822, 7.114108, 3.5319, 0.8611, -0.4283
1823, 7.026521, 3.5696, 0.9232, -0.4221
1824, 5.337330, 4.7923, 0.8129, -0.2491
1825, 5.052867, 4.4006, 0.7923, -0.4422
1826, 4.656789, 4.1059, 0.7902, -0.4132
1827, 4.505557, 4.1812, 0.8261, -0.3463
1828, 4.766814, 4.2859, 0.8763, -0.2240
1829, 5.349536, 4.2955, 0.8269, -0.3195
1830, 9.254772, 4.2853, 0.9259, -0.2527
1831, 5.397396, 3.7564, 0.8943, -0.3800
1832, 5.233414, 3.5780, 0.8643, -0.3805
1833, 4.688855, 4.3153, 0.7962, -0.3643
1834, 4.427452, 4.0971, 0.8546, -0.2965
1835, 5.039438, 5.6185, 0.8188, -0.2034
1836, 14.757600, 3.6776, 0.8133, -0.3568
1837, 6.640202, 4.5934, 0.7783, -0.4351
1838, 3.813938, 4.5271, 0.7522, -0.4842
1839, 4.716849, 4.1934, 0.9062, -0.2300
1840, 4.381372, 3.8754, 0.8674, -0.4091
1841, 4.042686, 4.2696, 0.7970, -0.4206
1842, 4.725245, 4.3472, 0.7975, -0.3800
1843, 5.261156, 4.4007, 0.8348, -0.2691
1844, 5.468556, 5.8071, 0.7619, -0.2540
1845, 3.982808, 4.1421, 0.7928, -0.4304
1846, 7.480779, 5.0446, 0.7707, -0.2873
1847, 8.053754, 5.2098, 0.6974, -0.4013
1848, 6.762780, 4.1245, 0.8621, -0.3293
1849, 6.918852, 4.9163, 0.7322, -0.4401
1850, 8.685853, 3.2509, 0.9244, -0.3360
1851, 13.941828, 3.7131, 0.7822, -0.4098
1852, 5.746107, 4.5407, 0.9101, -0.2164
1853, 4.789312, 4.0272, 0.8209, -0.3792
1854, 5.174312, 3.8188, 0.9039, -0.2732
1855, 9.970962, 4.5191, 0.7320, -0.3697
1856, 11.012073, 4.4113, 0.9161, -0.2659
1857, 9.960555, 3.8481, 0.8939, -0.3734
1858, 7.026092, 3.9161, 0.8643, -0.4801
1859, 5.439192, 4.4643, 0.7577, -0.4069
1860, 5.664085, 4.6245, 0.7639, -0.3585
1861, 10.706433, 3.3093, 0.9208, -0.4773
1862, 10.039754, 4.6152, 0.9240, -0.1466
1863, 9.112331, 4.5172, 0.8094, -0.2305
1864, 7.265632, 3.7853, 0.8331, -0.3576
1865, 4.685323, 3.9125, 0.8770, -0.3109
1866, 5.302263, 3.8244, 0.8417, -0.4822
1867, 6.671190, 4.6420, 0.7659, -0.3138
1868, 4.152395, 4.2370, 0.7772, -0.4384
1869, 3.939921, 4.3834, 0.7793, -0.4577
1870, 10.531962, 4.4462, 0.8062, -0.5315
1871, 7.851292, 5.2718, 0.6472, -0.5972
1872, 5.141368, 4.1782, 0.8087, -0.3545
1873, 3.851275, 4.2172, 0.7736, -0.4764
1874, 5.901740, 4.9183, 0.7099, -0.4577
1875, 9.815282, 4.3340, 0.8967, -0.2723
1876, 4.527978, 4.1301, 0.8231, -0.3510
1877, 7.475590, 4.6774, 0.7516, -0.3416
1878, 4.428808, 3.8523, 0.8357, -0.4814
1879, 6.731050, 3.8130, 0.8478, -0.3370
1880, 6.553734, 4.4027, 0.8131, -0.3577
1881, 6.473978, 4.0841, 0.7969, -0.3836
1882, 5.610744, 3.8835, 0.8617, -0.3106
1883, 4.611110, 3.4415, 0.8946, -0.4126
1884, 7.439768, 4.3527, 0.7430, -0.4363
1885, 9.355294, 4.0677, 0.8890, -0.2810
1886, 11.951943, 3.9982, 0.8682, -0.5009
1887, 5.768852, 4.7937, 0.7000, -0.4545
1888, 8.988969, 4.6469, 0.9487, -0.1448
1889, 8.910123, 4.2488, 0.8659, -0.2855
1890, 7.403316, 4.2252, 0.8511, -0.2285
1891, 6.134390, 5.1948, 0.8582, -0.2126
1892, 8.946948, 4.2362, 0.7762, -0.5519
1893, 4.419481, 3.6424, 0.8926, -0.3500
1894, 5.624765, 4.0143, 0.7696, -0.4702
1895, 3.583962, 3.8862, 0.8274, -0.4384
1896, 12.852789, 3.8680, 0.8428, -0.2984
1897, 7.718656, 4.2717, 0.7917, -0.3440
1898, 5.435536, 3.9718, 0.7854, -0.4797
1899, 6.039658, 3.0637, 0.9744, -0.3738
1900, 9.245176, 4.1363, 0.8085, -0.3155
1901, 7.064364, 6.0582, 0.7618, -0.2619
1902, 6.724543, 3.8767, 0.7892, -0.4372
1903, 6.264413, 4.8286, 0.7378, -0.4241
1904, 7.473964, 5.3949, 0.7330, -0.2643
1905, 5.751063, 4.8123, 0.7858, -0.2929
1906, 6.479078, 4.6992, 0.7804, -0.3373
1907, 7.378486, 4.2419, 0.8361, -0.3438
1908, 6.738395, 3.9241, 0.8261, -0.5077
1909, 4.386634, 4.3278, 0.8160, -0.3336
1910, 10.683082, 4.1754, 0.8381, -0.5184
1911, 9.274539, 3.9723, 0.7559, -0.5039
1912, 8.489001, 4.0877, 0.8429, -0.4972
1913, 11.627931, 3.1864, 0.9232, -0.4516
1914, 8.105554, 6.0302, 0.8224, -0.2330
1915, 8.639966, 4.1241, 0.8452, -0.4404
1916, 9.526839, 3.3893, 0.9071, -0.3065
1917, 4.998736, 3.3767, 0.9347, -0.3187
1918, 5.110091, 4.3122, 0.8391, -0.2649
1919, 5.973709, 3.8722, 0.8377, -0.4922
1920, 4.549409, 3.9458, 0.8657, -0.3650
1921, 5.347542, 4.5002, 0.7790, -0.4149
1922, 7.090377, 4.6113, 0.7769, -0.4680
1923, 3.725492, 3.7681, 0.8406, -0.4181
1924, 3.399111, 3.3535, 0.9368, -0.3700
1925, 4.850302, 4.6891, 0.7441, -0.4806
1926, 5.603144, 4.3259, 0.7372, -0.4735
1927, 3.617268, 4.0473, 0.8275, -0.4070
1928, 3.729060, 3.9309, 0.8186, -0.4285
1929, 3.455682, 3.6636, 0.8629, -0.4164
1930, 4.457914, 4.0368, 0.8472, -0.3290
1931, 4.091059, 4.2023, 0.7829, -0.5014
1932, 8.404599, 3.9489, 0.8426, -0.5204
1933, 10.239396, 4.2430, 0.7824, -0.3298
1934, 6.319100, 4.4456, 0.8180, -0.3185
1935, 5.937975, 4.8240, 0.7970, -0.2425
1936, 5.790100, 3.3422, 0.9074, -0.3796
1937, 8.448527, 4.6468, 0.6877, -0.4580
1938, 8.287411, 5.0867, 0.8083, -0.2127
1939, 3.788142, 4.3677, 0.7659, -0.4884
1940, 5.104446, 4.0467, 0.8461, -0.4241
1941, 5.760410, 5.3783, 0.8255, -0.2032
1942, 3.922668, 4.3720, 0.7851, -0.4735
1943, 4.695252, 4.1702, 0.8469, -0.2816
1944, 7.065160, 3.8744, 0.8233, -0.5044
1945, 5.093570, 3.8521, 0.8927, -0.3187
1946, 3.558403, 4.3034, 0.7779, -0.4677
1947, 5.453508, 4.6986, 0.7495, -0.4196
1948, 5.896095, 4.7643, 0.7359, -0.5350
1949, 6.602475, 4.0564, 0.8312, -0.5121
1950, 6.919645, 4.1627, 0.8360, -0.4062
1951, 5.608986, 4.3941, 0.8046, -0.3674
1952, 3.970869, 3.9673, 0.8289, -0.4623
1953, 6.210260, 4.4079, 0.7419, -0.5420
1954, 8.035174, 4.0399, 0.9146, -0.2536
1955, 3.644756, 3.7614, 0.8841, -0.3952
1956, 4.968219, 3.3162, 0.9640, -0.3664
1957, 5.500548, 3.2094, 0.9522, -0.3897
1958, 5.900731, 4.8931, 0.7105, -0.5492
1959, 4.812739, 4.1569, 0.8587, -0.2615
1960, 6.315184, 3.4968, 0.9411, -0.3528
1961, 5.294034, 3.8319, 0.8367, -0.3794
1962, 6.895454, 4.0210, 0.7904, -0.4161
1963, 8.188275, 6.2718, 0.8641, -0.1789
1964, 11.440576, 4.6400, 0.7619, -0.2883
1965, 8.999067, 4.6852, 0.7716, -0.4472
1966, 3.412327, 3.6214, 0.9034, -0.3760
1967, 4.034388, 3.8769, 0.8299, -0.4131
1968, 4.468587, 3.8845, 0.8753, -0.3069
1969, 5.272772, 4.2926, 0.7387, -0.4905
1970, 6.441632, 3.8416, 0.8071, -0.4265
1971, 6.397967, 3.9460, 0.9972, -0.1949
1972, 8.686764, 5.7931, 0.7713, -0.2729
1973, 4.163265, 4.4711, 0.7607, -0.4621
1974, 8.905845, 3.9116, 0.7820, -0.4048
1975, 7.938473, 3.7437, 0.8631, -0.4975
1976, 4.697066, 3.8531, 0.8263, -0.3924
1977, 4.097956, 3.4823, 0.9114, -0.4185
1978, 5.067560, 3.4480, 0.8908, -0.4261
1979, 8.510298, 3.5850, 0.8373, -0.4704
1980, 4.704288, 3.7178, 0.9028, -0.3635
1981, 5.759946, 4.6594, 0.7707, -0.3360
1982, 4.779352, 4.2722, 0.7989, -0.4106
1983, 4.352209, 3.8080, 0.8747, -0.3333
1984, 5.773664, 4.1149, 0.8400, -0.4081
1985, 6.609784, 4.7600, 0.6643, -0.5255
1986, 5.474498, 4.5526, 0.7760, -0.4872
1987, 4.790444, 3.9866, 0.7937, -0.4924
1988, 5.632530, 3.7755, 0.8185, -0.4591
1989, 4.790255, 4.3584, 0.8020, -0.3475
1990, 4.376517, 3.6896, 0.8976, -0.3095
1991, 10.910674, 3.5547, 0.8440, -0.4948
1992, 8.758325, 5.2987, 0.6711, -0.4194
1993, 6.575901, 5.1066, 0.7021, -0.4812
1994, 5.620825, 3.9424, 0.8657, -0.2984
1995, 4.923694, 3.6422, 0.8599, -0.3753
1996, 6.749944, 4.2638, 0.8298, -0.3987
1997, 4.455029, 3.9312, 0.8225, -0.3979
1998, 3.526236, 3.6007, 0.9013, -0.4263
1999, 6.178183, 4.1847, 0.8830, -0.2090
2000, 5.524511, 4.5975, 0.7521, -0.3995
2001, 4.807558, 4.4811, 0.7835, -0.3835
2002, 6.322267, 5.9534, 0.5651, -0.5803
2003, 8.746229, 3.1626, 0.9603, -0.4411
2004, 4.894109, 4.1551, 0.8268, -0.4593
2005, 4.451231, 4.5577, 0.7489, -0.4638
2006, 3.967269, 3.5111, 0.9166, -0.4217
2007, 3.357381, 3.4881, 0.9022, -0.4118
2008, 5.097067, 3.9851, 0.8569, -0.3570
2009, 6.043045, 3.9769, 0.8469, -0.3108
2010, 6.571914, 5.1847, 0.8104, -0.2192
2011, 7.118438, 3.8195, 0.8292, -0.4939
2012, 7.473577, 4.7822, 0.7545, -0.3922
2013, 7.374187, 3.3090, 0.9058, -0.3588
2014, 5.551818, 3.5318, 0.9045, -0.4445
2015, 5.595008, 4.4558, 0.7295, -0.4660
2016, 3.917066, 3.5965, 0.8736, -0.3951
2017, 3.418900, 4.0445, 0.8211, -0.4271
2018, 4.085385, 4.3184, 0.7839, -0.4494
2019, 4.649262, 4.4490, 0.7701, -0.4354
2020, 5.912607, 4.6081, 0.7870, -0.3319
2021, 5.733353, 4.8146, 0.7398, -0.4869
2022, 5.555936, 4.1036, 0.7799, -0.4518
2023, 4.940327, 4.1362, 0.8315, -0.3978
2024, 9.894126, 5.4662, 0.7827, -0.2821
2025, 3.754686, 4.0400, 0.8138, -0.4104
2026, 3.603522, 3.7943, 0.8505, -0.4395
2027, 4.549704, 3.7427, 0.8802, -0.4599
2028, 7.045277, 3.1708, 0.9296, -0.3970
2029, 6.236666, 4.9143, 0.7154, -0.4242
2030, 11.263985, 4.1371, 0.7797, -0.5570
2031, 3.228126, 3.8824, 0.8500, -0.4548
2032, 6.900905, 3.9541, 0.8319, -0.3398
2033, 3.928458, 6.2078, 0.8192, -0.1803
2034, 5.885320, 4.2215, 0.7557, -0.4886
2035, 5.985336, 4.3658, 0.8265, -0.3119
2036, 11.512514, 4.1644, 0.8486, -0.4059
2037, 6.643453, 4.0293, 0.7844, -0.4329
2038, 6.965411, 5.1717, 0.7161, -0.3616
2039, 7.488354, 4.4053, 0.8279, -0.3050
2040, 5.035086, 3.9230, 0.8684, -0.4339
2041, 4.507025, 4.2360, 0.8180, -0.3300
2042, 6.132326, 4.3843, 0.8017, -0.4863
2043, 4.806386, 4.6819, 0.7420, -0.5160
2044, 3.311267, 3.6702, 0.8901, -0.3843
2045, 3.442132, 3.8824, 0.8524, -0.4261
2046, 7.580214, 3.8130, 0.8307, -0.3478
2047, 3.830427, 3.8070, 0.8349, -0.4402
2048, 4.377293, 3.6109, 0.8787, -0.3628
2049, 3.441252, 3.8834, 0.8495, -0.4261
2050, 3.941118, 4.5663, 0.7485, -0.4804
2051, 12.068002, 3.3633, 0.9434, -0.4774
2052, 3.933850, 4.1366, 0.8193, -0.4286
2053, 7.892206, 3.4442, 0.9484, -0.4164
2054, 4.679713, 3.9629, 0.8652, -0.3824
2055, 4.659236, 3.7504, 0.8357, -0.4087
2056, 4.253497, 3.5517, 0.9232, -0.3613
2057, 3.889057, 3.8105, 0.8621, -0.4615
2058, 3.781972, 4.3060, 0.7847, -0.4710
2059, 13.257723, 3.5900, 0.9362, -0.3961
2060, 11.350122, 4.1013, 0.8277, -0.2747
2061, 6.907547, 3.1379, 0.9431, -0.3668
2062, 4.040893, 4.2186, 0.8096, -0.4312
2063, 11.677556, 3.5384, 0.8235, -0.3926
2064, 3.445321, 3.7140, 0.8732, -0.3914
2065, 7.057525, 4.1977, 0.7548, -0.4460
2066, 6.942786, 4.4769, 0.8205, -0.3058
2067, 6.347542, 3.9830, 0.8054, -0.3787
2068, 6.614298, 6.2236, 0.7013, -0.2714
2069, 9.021469, 3.8667, 0.7987, -0.3980
2070, 11.910612, 4.4683, 0.7922, -0.2561
2071, 6.459643, 3.8226, 0.8549, -0.3254
2072, 4.333725, 3.8085, 0.8776, -0.4517
2073, 3.754697, 4.1139, 0.7919, -0.4686
2074, 4.001672, 4.0155, 0.8031, -0.4747
2075, 6.220543, 4.2281, 0.7781, -0.3866
2076, 4.546756, 4.2881, 0.8017, -0.4841
2077, 5.400662, 4.6466, 0.8100, -0.2588
2078, 4.841464, 4.0607, 0.8732, -0.2619
2079, 4.646957, 3.3837, 0.9176, -0.3644
2080, 5.390334, 4.4119, 0.7655, -0.3993
2081, 4.333847, 3.7854, 0.8841, -0.3138
2082, 3.881193, 4.0677, 0.7976, -0.4956
2083, 3.341461, 3.5861, 0.8717, -0.4246
2084, 5.312777, 3.8199, 0.8354, -0.3823
2085, 4.822780, 4.6920, 0.7430, -0.4396
2086, 5.833799, 4.3413, 0.7504, -0.5141
2087, 10.570100, 3.9903, 0.7653, -0.5342
2088, 5.586598, 3.5479, 0.9054, -0.3168
2089, 5.940599, 4.8329, 0.7378, -0.4582
2090, 5.239845, 4.3923, 0.7973, -0.4067
2091, 5.452698, 3.7204, 0.8390, -0.3862
2092, 6.284260, 4.4147, 0.8378, -0.2846
2093, 6.140300, 4.9374, 0.7529, -0.3185
2094, 5.597891, 3.5248, 0.9393, -0.3140
2095, 5.596882, 4.3569, 0.8341, -0.2862
